id	content	labels
1601	Home minister Amit Shah has contracted Coronavirus. Last week he had visited Italy, and did not get tested after coming back causing further infection	0
506	"""Doctor’s Hospital of Sarasota has been notified by the National Center for DIsease Control & Public Health, Georgia (NCDC & PH) that they have a patient that has tested positive for COVID-19 (Coronavirus),"" reads the March 1 post published by an account called Sarasota County. ""Doctor’s Hospital takes the safety of their employees and caregivers very seriously and has placed the infected in isolation until they can repair the furnace in the morgue that will be used for treatment. Pictured below is our newest intern, Carlos, wearing our government issued Saint Laurent hazardous materials suit which can be purchased directly from their website or on sale from Alibaba.com with discount code ‘SRQ69’ while supplies last."""	0
3469	On WhatsApp a video circulating of Rabbi Dan Ben Avraham, International President of the Netzarita AMI Alliance, according to their Twitter. In the video, the rabbi says that “the Israeli Minister of Health has officially declared that Israel has the coronavirus vaccine.” And sentence, “Israel has the vaccine already.” But this is not true. Although Israel is working on a vaccine, it is not ready yet	0
7054	you need 'paperwork' other than a Driver's License/Learner's Permit, Vehicle Registration, & Proof of Insurance to drive during #COVID19	0
4480	Videograph shows COVID-19 is more dangerous than former outbreaks	0
5111	Post On coronavirus Outbreak Attributed To Health Ministry Advisory	0
6575	There are  2,666 guests and  1,045 crew members on board, Princess Cruises said in a statement	0
153	I Need To Stockpile As Many Groceries And Supplies As I Can	0
521	Homeopathic supplements have proven to treat the flu	0
6937	It is not allowed to have more than 1 person in a car except in a medical emergency in UK	0
3102	India TV telecasted news that Bollywood Actor Shahrukh Khan donated 450 million (45 Crore) Rupees to Pakistan Oil tanker blast victims	0
309	"The new coronavirus is an attempt to wage ""economic war on China"""	0
3615	The Argentinian vicepresident flew to her home state and violeted the quarantine	0
248	Ask yourself why they have been treating with HIV drugs from the start. The virus even responds to treatment by HIV medications. It must derive from HIV	0
4732	A Chinese man has been lynched because he pretended to have coronavirus	0
6447	CORONAVIRUS: 1/2 We have put in place proportionate, precautionary measures building on those already in place in Wuhan and are closely monitoring the situation. A Port Health team is meeting each direct flight from Wuhan to provide advice and support to those that feel unwell..	0
3005	Ministry of Health blocked the respirators that Seat was producing in Spain	0
6650	The death toll from the novel coronavirus surged past 800 in mainland China on Sunday, overtaking global fatalities in the 2002-03 SARS epidemic, even as the World Health Organization said the outbreak appeared to be stabilising	0
3078	A new born baby suffering from birth defects predicted that using Turmeric can cure Coronavirus in India	0
5151	China constructed an hospital for the epidemic in 48 hours	0
4584	Doctors Recommend Carbon Filter Face Masks To Prevent coronavirus Spread	0
3840	Goats in Ajmer, Rajasthan were found to be COVID-19 positive	0
4706	Author Dean Koontz foresaw the outbreak in his book	0
4070	Audio claiming India would be put under a complete lockdown	0
3194	Restrictions to transit by your ID-number due to coronavirus	0
5161	WHO advises population to avoid having unprotected sex with animals	0
6599	Turkey is utilizing the #Coronavirus chaos to its benefit	0
5244	The Health Authority confirmed 3 cases of coronavirus in the country	0
3408	Mostly Clapping together at 5 pm will create a vibration which will destroy coronavirus	0
4731	20 million Chinese convert to Islam, and coronavirus does not affect Muslims	0
4837	Was Corona Antivirus Discovered by Israeli and Chinese Doctors	0
359	Coronaviruses can live on surfaces for up to 28 days, so you should be careful if you receive a package from China	0
2984	Headline claims Japan 'finally' produces drug vs COVID-19	0
7044	Engr. A. A. Laya Have donated 1 billion naira 4 the fight against COVID-19	0
2979	You can call the phone number on the back of a baby formula product to receive a free case during COVID-19 pandemic	0
4057	Mostly Video shows problems faced by Chinese police while catching coronavirus-infected people	0
4131	Catalonia universities give all course credits to its students after clases being suspended	0
3758	An image shows a Spanish scientist asking Cristiano Ronaldo and Messi to find the cure to Covid-19	0
228	Just in case you are wondering how much the media controls people, America has been vaccinating cattle for coronavirus for years,” the posts read, “yet the news tells you it’s new and gunna kill you all so go buy mask…	0
2890	"In New York, ""every contaminated corpse"" of those who died from COVID-19 ""belongs to the state"" and will be incinerated without any ""wakes or memorial services to pay your last respects."""	0
4919	Peope behaving abnormally in China due to coronavirus	0
6444	Residents in Wuhan waiting to be treated. Many have been turned away, refuse treatment due to lack of capacity in the hospital, died @ home. Death # released only include those being officially diagnosed	0
5229	Two Filipinos ate bat soup in Wuhan, China, the epicenter of the 2019 novel coronavirus (nCoV), as seen in a video uploaded on Facebook	0
4951	1. Chinese Prime Minister Li Keqiang visited a mosque and seek protection to the country from coronavirus. 2. Chinese president Xi Jinping visited a mosque in China after realizing the fact that only Allah can save China from this epidemic	0
1701	Walmart, in response to the coronavirus pandemic, has instituted a “staggered shopping schedule” that allows only certain age groups on specific days	0
7060	Phone calls recording and whatsup monitoring	0
3614	The coronavirus stays for 8 hours spreading in the air	0
3961	Niño Jesús hospital has been left without COVID-19 to care for children and young people in Madrid	0
4058	Flu vaccine increases coronavirus risk 36%, says military study	0
237	The coronavirus pandemic can be dramatically slowed, or stopped completely, with the immediate widespread use of high doses of vitamin C	0
3177	Bolivian education, Minister Victor Hugo Cárdenas, said: “Students will repeat the school year”	0
4926	People infected with coronavirus die in the street while doctors travel through the infection zone	0
1554	A Muslim man was trying to spread the novel Coronavirus by spitting on the slices	0
3379	PARTIALLY Israel’s Ministry of Defense said the best measure against the pandemic is isolating the elders	0
3343	Pictures of The Korean Delegation Infected With coronavirus In Palestine	0
5142	Clickbait / Coronavirus appears in the Balkan region	0
4891	Thai department of health published an infography on how to properly wear facemasks	0
1715	"A coronavirus vaccine, when one is developed, would include ""nanotechnology microchips"" that would allow humans to be controlled"	0
3253	COVID-19 is a secret American weapon aimed for depopulation purposes	0
5046	“The person in this Image came with the Chinese lady who was tested positive for coronavirus, fled away avoiding medical tests and is reportedly hidden in Delgoda (In Sri Lanka) area”	0
2943	Video of an emotional appeal by the COVID-19 patient in Surat who had returned from London	0
3123	A message that offers food assistance to people at risk of social exclusion in Spain	0
4155	False COVID-19 hotline number shared in Canada	0
347	The WHO has said that regularly rinsing your nose with saline is likely to prevent infection with the new coronavirus	0
3346	Four Cases of coronavirus Were Reported In The West Bank	0
538	The 2019 coronavirus causes sudden death syndrome	0
4533	Plant-based cure for coronavirus discovered in Iran	0
7001	Bill has just starting to do charity work	0
3409	Mostly An audio clip claiming to be of renowned heart surgeon Dr Devi Shetty is going viral on Facebook, Twitter, and WhatsApp	0
4539	Ministry of Health confirms new case of coronavirus in Santa Elena province, in Ecuador	0
4841	Claim that the 2019 novel coronavirus (COVID-19) is more deadly than Ebola or HIV	0
25	Satellite data show a large release of sulfur dioxide gas from the outskirts of Wuhan, China, and could be viewed as evidence of the mass cremation of new coronavirus victims	0
6592	mickey has coronavirus	0
6523	the virus will be conquered soon	0
4803	COVID-19 was caused by 5G antennas	0
3769	A statue of the Virgin Mary from Loreto will be carried by a plane over Italy to ask for the pandemic of Covid-19 to stop	0
3835	This photo shows French nurses holding a sign to denounce police violence	0
3170	Mostly The coronavirus is a bioweapon by the USA, says German politician Wolfgang Gedeon in a parliament speech	0
3687	You can get coronavirus from makeup and creams	0
382	There is no coronavirus	0
6460	Most of the past epidemics were controllable, but this time	0
3663	A herd of deer shared as them flocking out in Tamil Nadu, India due to the lockdown of the Coronavirus	0
6482	Calling herself “Jingui” & claiming to work in one of the hospitals in Wuhan, says the number of people that have died due to the #coronavirus is 90,000	0
6816	Russian Planes carrying aid to Italy blocked from using Poland Airspace	0
6643	Some other weird virus circulating in Nigeria	0
367	Everyone should make sure the mouth and throat are always moist. Drink some water every 15 minutes. Why not? Even if the virus gets into your mouth, drinking water or other fluids will help wash it down the esophagus into the stomach. When the virus is in the stomach. The hydrochloric acid in your stomach will kill the germs. If you do not drink enough water regularly, the virus can enter the airways and into your lungs, which is very dangerous to get	0
4788	New confirmed cases of COVID-19 in Kolkatta reported by Press trust of India	0
1590	A Chinese intelligence officer has leaked details on how the coronavirus outbreak is supposedly caused by a bioweapon	0
3628	Video shows Italian people do a islamic prayer in streets, asking God to alleviate COVID19 epidemic	0
1827	A map claims that it showed the sound waves in India recorded by NASA, on Sunday at 5:01 pm. While some states have been marked in red, others in yellow and green, showing the different intensities of the supposed sound waves	0
177	Viral posts on social media claim COVID-19 is no worse than other outbreaks that have occurred in “every election year,” suggesting that the new coronavirus is being “hyped” to hurt President Donald Trump	0
7120	So.. patent on this ‘new’ Corona virus expired on the 22nd, today.. We have a sudden outbreak. There's magically already a vaccine available.. And NOW fear mongering spread by the media about quarantine	0
4634	Lectures have been suspended at the University of Sevilla due to coronavirus	0
545	The Chinese Communist Party will finally admit that the real source of the coronavirus is from a lab in Wuhan linked to its covert biological weapon programs	0
3423	Image of coronavirus victims in China	0
2916	Video shows Jack Ma praising China’s response to COVID-19 in speech	0
6761	I just now started researching 5G. I found 5G coverage worldwide to shockingly mirror COVID-19 worldwide. The most concentrated areas of 5G = the most concentrated areas of corona	0
4084	A message chain claim that a message from Stanford hospital gives advice to frink water every 15 mintes in order to prevent COVID-19	0
4807	Satelite images show increase in SO2 emissions around Wuhan	0
4748	Really Chinese Citizens Cram For Friday Prayer After Corona Virus Plague	0
288	Taking six doses of the vaccine would give protection from the virus for a year, and was available for 50 euros via an email address given in the leaflet	0
4054	MOSTLY “Now, as it stands, our health care system has adequate ventilators, ICU beds, medical professionals.”	0
3849	Stopping breathing for 10 seconds will help you detect the coronavirus	0
4529	These are 7 ‘evil’ things that COVID-19 is ‘afraid’ of	0
4379	Pier Luigi Bersani: None of the confirmed cases are related to China. coronavirus might have occured in Italy before China	0
4146	Drink water a lot and gargling with warm water & salt or vinegar to eliminate the virus	0
7048	Hamilton Police are issuing tickets under the Emergency Management and Civil Protection Act in #HamOnt if there are more than 2+ people in a car	0
4168	Indian Ministry of Health and Family Welfare as issued an office memorandum declaring compulsory holiday in four Indian states	0
3319	America Predicted The Outbreak of coronavirus 9 Years Ago	0
17	Drinking boiled garlic water will cure COVID-19	0
4363	Aaj Tak telecasted a news in which the Chinese PM said, ‘Reading Quran and offering namaz is the only cure for COVID-19’	0
4089	A video showing a man infected with coronavirus and touching pieces of bread in a supermarket in Europe	0
4828	China is seeking court’s approval to kill 20000 people positive with coronavirus	0
5059	Social media posts that implied arrested Harvard professor Charles Lieber had a connection to the new coronavirus	0
3487	Partially Chinese elderly couple infected with coronavirus say goodbye while they are in a hospital	0
4668	“DDP (Democratic Progressive Party) legislator Kao Chia-yu gave my mom two boxed of face mask since DDP has plenty and said that the outbreak is out of control.”	0
310	"You should avoid spicy food and load up on vitamin C"" in order to prevent the disease"	0
1661	India will go into a lockdown in the next five days on account of the increasing positive cases of COVID-19 in the country	0
4003	You can self-diagnose COVID-19 by holding your breath for ten seconds, avoid COVID-19 by drinking water constantly. Also, COVID-19 causes fibrosis in the lungs	0
3481	Cocaine kills coronavirus	0
1768	Eating lamb can cause coronavirus infections	0
5290	A tabletop exercise using a model of the current outbreak “predicted” 65 million people could die from the coronavirus	0
6637	Over the weekend, major cities such as #Guangzhou, #Shenzhen, and #Tianjin have joined a list of over 80 #Chinese cities that have enacted isolation measures to prevent the #Coronavirus from spreading	0
5035	Japanese Professor: Taiwan doesn’t need to join WHO	0
3588	Multiple posts shared hundreds of times on Facebook and Twitter in March 2020 claim a new vaccine and a new drug have been developed to prevent and treat the novel coronavirus. The posts claim the developments were made by scientists in Japan and the Philippines respectively	0
4156	Israel has no cases of the coronavirus because it developed a cure	0
3749	A video of former Iraqi dictator Saddam Hussein has been shared repeatedly on Facebook, Twitter and Instagram alongside a claim it shows him stating the US threatened to spread the novel coronavirus, COVID-19, in Iraq during a meeting in the 1990s	0
3146	There no coronavirus in Africa because there is no money there and they cannot get into debt with the International Monetary Fund	0
15	A coronavirus-related health advisory graphic issued by the World Health Organization warned against unprotected sex with farm animals	0
4595	Vitamin helps against CoV	0
450	The health insurance industry in U.S. has “agreed to waive all co-payments for coronavirus treatments.”	0
5221	Grape vinegar is the antidote of the coronavirus	0
4476	New coronavirus was registered in 2018	0
1731	Alcohol has been banned in the UK	0
3766	“Go to 2020census.gov and fill out this census form so you can get your stimulus check.”	0
5043	QQ accidentally showed that the real death toll is 25,000 people	0
7016	Covid-19 is linked with 5G	0
6736	the coronavirus is related to the deployment of 5G frequency	0
4578	A Video shows people storming a Aldi supermarket to buy groceries because of Coronvirus fear	0
4805	A video claims to show a plane carrying medical supplies to China	0
3763	Prime Minister Narendra Modi announced a 14 hour curfew as the virus lives for 12 hours on surfaces	0
3897	The Social Security System (SSS) in the Philippines “approved financial aid worth P20,000 for every member,” to assist those affected by the novel coronavirus pandemic	0
2933	Video of Canada PM Justin Trudeau’s wife pleading people to take COVID-19 seriously	0
3797	Partially Romania is introducing new law that will penalize breaking the quarantine with 15 years of imprisonment	0
4546	3.000 people from Elche (Spain) infected by coronavirus after coming back from Milan’s international footwear industry fair	0
6567	Coronavirus is not Still at Epidemic levels	0
5116	False Chinese pet owners are killing their cats and dogs by throwing them out of the window, in fear of their pets spreading the coronavirus. This comes after memos were issued by authorities for pet owners to get rid of their animals	0
4802	Chicken Infected From coronavirus Found In Bangalore	0
3402	French champion of chloroquine Didier Raoult is supposed to have said not to use Bill Gates’ vaccines	0
4750	This coronavirus-infected patient reached to Dr. Vinod Kumar but he wasn’t given the treatment. He was later referred to Bhagalpur. It further states that one should avoid meat and fish for 3 months and wear mask to protect yourself from coronavirus	0
1	The lie that coronavirus came from a bat or a pangolin is concocted by the Chinese state with the tacit support of the U.S. deep state and its friends in the European Union, Russia and Australia, and spread by the docile media in all of those countries	0
3550	By e-mail sent to major newsrooms, Portuguese government announces cancellation of great projects of airports, due to the finantial restrictions caused by the impact of coronavirus	0
6550	Some hospitals in Wuhan have refused to accept patients because medical staff are infected China's major media do not report the true condition of hospitals at all	0
4937	This is a market in China where bats and snakes were served as food	0
4423	Work suspension in Ecuador due to coronavirus since Monday 09/03/2020	0
4798	High-rise buildings have become human incinerators to combat spread of coronavirus	0
6520	Governor Newsom Declares California A Coronavirus-Free Zone	0
4911	China has sought to kill 20,000 coronavirus patients to control the spread of the virus	0
4250	Chinese people prayed with Muslims due to fear of COVID-19	0
230	Federal agents arrested Harvard professor Charles Lieber for creating the coronavirus	0
4482	Consuming Large Doses Of Vitamin C Can Stop The Spread Of coronavirus	0
38	"The White House sent out text messages in mid-March 2020 informing people that a ""mandatory quarantine"" in U.S. would start within 48 hours"	0
4214	Infographic claiming that the coronavirus pandemic fits a pattern of viral outbreaks that occur every 100 years	0
3943	After husband tested positive for coronavirus, wife fled from Bangalore to Agra in India	0
4920	Coronavirus was created in laboratory in Wuhan	0
4776	Latest research by Chinese scientists said coronavirus will render most male patients infertile	0
3595	A video of an alleged seer who predicted the coronavirus in December 2019	0
4555	“Coronavirus Hoax: Fake Virus Pandemic Fabricated to Cover-Up Global Outbreak of 5G Syndrome.”	0
6502	The state of California has declared that they are well-prepared to handle the #Wuhan #CoronaVirus if cases would appear in the state	0
4414	Research by the Saint Luke’s Hospital of Kansas City found that consuming alcoholic beverages may reduce the risk of infection by coronavirus. Vodka was the most recommended drink	0
1705	In New York every contaminated corpse belongs to the state and will be incinerated without any wakes or memorial services to pay your last respects. The state is allowing funeral services with limited visitors; cremation is not mandated	0
215	Beer drinkers are shunning Corona as a result of the new coronavirus	0
3318	A list of ten claims about the coronavirus, allegedly from a doctor who worked in a hospital in Shenzhen	0
3051	Video of Al-Aqsa mosque after Israel allows photography inside it	0
4361	Availability of a kit for coronavirus self-diagnosis	0
4647	”America has been vaccinating cattle for coronavirus for years, yet the news tells you it’s new and gunna kill you all so go buy mask.”	0
3917	Universal Church of the Kingdom of God is selling 500 brazilian reals “blessed” hand-sanitizer bottles	0
4794	People in Wuhan locked inside their houses trying to escape building fire	0
421	The Clintons are responsible for more deaths than the coronavirus. Coronavirus — 22. Clintons — 39	0
489	Pope Francis has tested positive for coronavirus after he fell ill in Italy and was forced to cancel a religious retreat near Rome … The first results for Covid-19 came back negative, and second came positive, according to Italian newspaper Il Messaggero this morning	0
6876	people from Italy and Iran were hiding in a Patna mosque to avoid getting tested for coronavirus	0
5000	An Israeli spy (Dany Shoham) claims that the new coronavirus is linked to the Chinese secret program for the production of biological weapons at the Institute of Virology in Wuhan, the epicenter of the infection	0
6455	The Wuhan Virus is just another demonstration as to how people completely lose their minds concerning all things China	0
4704	Taiwanese manufacturing is awesome. One machine can produce 2.5 million face masks per day	0
3201	Italians bidding goodbye to the world because of coronavirus	0
1644	The Bangalore government is going to spray medicine to kill coronavirus. Residents should stay indoors between 10pm to 5am	0
1769	Norwegian scientists found that coronavirus is susceptible to high-intensity sound	0
4445	Runny nose and coughing sputum suggest that one does not have COVID-19. They are not symptoms of COVID-19	0
5080	Coronavirus “arrived” to Cúcuta in Colombia	0
3391	Saudi English-language Magazine Sayidaty Addresses Novel coronavirus Since 2013	0
3184	Srilanka’s KDU hospital to be dedicated to treat only VIP COVID19 patients	0
4194	The health service in Ireland is asking people to stockpile food	0
4792	Crows are flocking to Wuhan	0
3709	WHO is offering monetary help to buy medicines and food during the emergency	0
4221	News channels suggests drinking tulsi and noni juice will help prevent the Novel coronavirus	0
3037	A Whatsapp message offering food for families that the Spanish charity Caritás will donate	0
364	If the virus is exposed to a temperature of 26-27ºC. It will be killed, as it does not live in hot regions. Also drinking hot water and sun exposure will do the trick and staying away from ice cream and cold food is advised	0
500	President Donald Trump spawned the “Wuhan super virus outbreak under code name ‘zyphr.’”	0
3861	Clean your throat with salt water or vinegar to cure coronavirus	0
532	Marijuana can treat 2019 novel coronavirus	0
1695	Financier George Soros owns the lab in Wuhan, China, where the COVID-19 coronavirus disease was developed	0
5051	Clickbait / Coronavirus arrived in the Bosnia and Herzegovina	0
4982	Video shows bat infestation under a tiled roof claims to be the source of coronavirus in China’s Hubei	0
4844	Videos stating that 25,000 Chinese are being killed	0
3951	China finds a vaccine for the new coronavirus	0
3236	An image of a baby born with deformities claims that the baby was suffering from Coronavirus	0
4881	The Department of Health (DOH) and the Bureau of Immigration (BI) “issued a lookout bulletin” for the “arrest and detention” of a Chinese man who “escaped the quarantine area” of the Ninoy Aquino International Airport (NAIA)	0
6600	Dow jumps 400 points, S&P 500 closes at record as market shakes off coronavirus fears	0
1639	Clapping together is enough to destroy and reduce the spread of the infection	0
5117	The Canadian Department of Health issued an emergency notification reccomending that people keep their throats moist to protect from the novel coronavirus	0
3914	Water boiled with garlic cures coronavirus	0
1742	"A 15,000-rupee (£165) ""anti-coronavirus"" mattress was as advertised virus-resistant. It is anti-fungal, anti-allergic, dustproof and waterproof, so nothing can go inside it"	0
1635	To prevent community transmission, the virus needs to be curbed totally for 12 to 14 hours	0
4348	Says you can monitor yourself for COVID-19 with a breath test	0
1746	WHO advises against eating bread to prevent coronavirus	0
3975	There are sanitary technicians who are going to inspect houses and seize cash	0
2931	Photos show military was drafted to maintain public order during COVID-19 outbreak in USA, South Korea, India, China, Japan, Vietnam, and Iran	0
4180	Man did pass along coronavirus infection at a WalMart in Louisiana	0
2867	Donald Trump announced that Roche Diagnostics will launch COVID-19 vaccine on Sunday	0
2912	Covid-19 testing kit shared as vaccine	0
3251	To defeat the coronavirus, China had built a thousand bed hospital in 10 days, while India has prepared a modern hospital of 6370 beds overnight, at a very low cost	0
3754	A screenshot of a Nigerian television station showing a breakdown of “472 confirmed cases” has been shared on Facebook, Twitter, and WhatsApp alongside claims it shows novel coronavirus cases across the country	0
4067	China benefited financially from new coronavirus	0
6659	the 14 days quarantine be extended	0
4991	Corona Virus Victim Secretly Cremated	0
3596	A video post related to corona virus is circulating in social media saying China distributing Quran	0
4953	A picture show people in China fainted on the Street after they got infected of the coronavirus	0
4022	Office Memorandum of the Indian Ministry of Health & Family Welfare declaring holidays to the states of Maharashtra, Gujarat, Uttar Pradesh and Sikkim in the wake of COVID-19	0
6718	The vast majority of people who contract the virus are only going to have flu-like symptoms or less	0
4989	Chinese CDC: Tea can reduce the risk of getting coronavirus	0
1579	18 countries, including the United States (US) and the United Kingdom (UK), want India's Prime Minister Narendra Modi to lead a task force to tackle the coronavirus pandemic	0
6610	The spread in ex china stems from controllable entry points, in most cases	0
4238	U.S. presidential election canceled due to coronavirus	0
3963	Police have “free entry into houses and buildings” in Malaga to identify possible coronavirus infected people	0
4832	The coronavirus pandemic can be dramatically slowed, or stopped, with the immediate widespread use of high doses of vitamin C	0
5081	Facebook user alleged coronavirus is unknown and kills in seconds	0
3076	Iranian child celebrity Anahita is sufferenig from COVID-19	0
6733	they are preparing to announce a national 2 week quarantine for all citizens	0
2864	"“If @StateDept claims the mounting global questions about US role in #COVID19 pandemic are mere ""Iran-made conspiracy theories"", then US must answer some of these questions asked by the Global Research.”"	0
4382	MOSTLY Post says “President Trump has come into contact with a potential coronavirus sufferer!”	0
3989	Having a beard increase your chances of getting coronavirus	0
3525	mostly Pope Francis kissed the feet of “black people” and asked forgiveness during novel coronavirus scare	0
3502	People under querantione singing a Kurdish song at their balconies in Diyarbakır	0
3264	A post shared repeatedly on WhatsApp and Facebook claims a Chinese doctor has discovered that drinking tea is effective in curing and relieving symptoms of the novel coronavirus, COVID-19	0
4770	Thailnd cures CoV with anti-HIV drugs	0
6840	the government is outsourcing the gaslighting to the coerced experts	0
1651	A video of several sick goats lying in what appears to be a wholesale meat market in Ajmer, Rajasthan, has resurfaced with claims that the mutton livestock has been infected in the wake of the outbreak of Coronavirus in the country	0
6808	the impeachment hearings prevented the administration from being able to respond to Coronavirus	0
3103	People of Italy throwing money on the streets as they felt that the money couldn’t save them from COVID-19	0
6892	lemon slices in hot water can kill the coronavirus	0
4140	Ireland is going to go into a full lockdown	0
3475	Fake news, conspiracy theory, manipulation of facts, disinformation, Coronavirus was created in the lab in order to destroy the Chinese economy. The vaccine is already available	0
6536	Coronavirus is scary enough to make Americans racist about Chinese people but not scary enough to make Americans start washing their hands	0
6402	This is a man-made, patented virus with a vaccine in the works. Fear sells	0
3625	mostly Indian Telecom company Jio announced a free recharge worth Rs 498 for all Indian citizens during Coronavirus lockdown	0
527	20 million Chinese converted to Islam after it’s proven that the coronavirus doesn’t affect Muslims	0
3674	Putin enter a meeting with his ministries wearing the full yellow suit used by quarantine doctors to protect themselves against catching COVID19	0
2936	A video shows overcrowding in St Mary’s Hospital, London and Covid-19 patients lying on the floor in corridors	0
4971	Video shows pigs buried alive	0
5183	This video is taken in Wuhan (China) in the place of the outbreak of the coronavirus	0
3298	An audio file from an alledged state official from Ceará, Brazil, named Ricardo Certi, asking the directors of a local TV station to criticize Bolsonaro and praise Ceará’s government COVID-19 policies	0
6734	all businesses closed	0
1649	The Ethiopian Airlines flight from Italy this evening to Addis Ababa airport. Most of the passengers are infected with the virus, and there is no strength except in God	0
4689	Vaccine for COVID-19 has been found	0
4012	Nostradamus predicted COVID-19	0
3635	A councilor for Podemos in the Canary Islands tweeted that there are “useless elderly dead” that “are left over on the street”	0
3018	A picture of a queue in a Bom Prato (a chain of state run popular restaurants that offers low cost meals to poor people in São Paulo). The caption states that João Dória, São Paulo governor, opened the restaurants and allowed the agglomeration, while, at the same time, forbade regular restaurant to open	0
3022	Video of a man who committed suicide in US due to COVID-19	0
5083	A dry throat make you more vulnerable to be infected by coronavirus	0
7028	Lemon juice protects you from Covid-19	0
5097	China builds a hospital in 48 hours for coronavirus patients	0
7167	The government of Paraíba, a state in Brazil, received 11.6 million brazilian reais from the federal government to spend on healthcare during the COVID-19 crisis. Instead, this money is being spent on artistic performances	0
5159	A man collapses in a staircase because of the CoV	0
3570	Italians are throwing their money on the streets as it is useless to them now in the time of Coronavirus scare	0
4786	A large amount of sulfur dioxide was observed in Wuhan because up to 14000 bodies were incinerated	0
3183	No deaths have been reported in Israel due to COVID-19 because they have found a cure for the disease. A solution of hot water, baking soda and lemon is the cure for COVID-19	0
6812	anyone in the US could get tested for COVID-19	0
4763	Are Chinese Really Converting Islam to Avoid Corona Virus	0
4962	This photo shows a Japanese medical professional going to provide aid in Wuhan	0
1680	The Italian government has given up, overwhelmed by the rising number of Coronavirus cases in the country	0
3064	The video says that Italian elderly over 65 are taken into custody ; Spanish elderly are asked not to leave home, and violators will be sent to a concentration camp	0
4850	A chinese pirate movie called “coronavirus” is sold in Mexico City	0
3374	Qatari Deputy Minister of Health leaves an Interview Because of coronavirus	0
3526	News channel graphic stating that the Indian lockdown is to be extended to May 4	0
3611	COVID-19 affects mainly people with type A blood (group II)	0
1645	Hello, every one in Bangalore kindly request you not to come out of your house after 10 pm tonight till tomorrow 5 am.... As their will be spraying medicine in the air in order to kill the COVID-19!. Share this information to all your friends,relatives and your families only in Bangalore...Thank you	0
4610	Is Jackie Chan really quarantined because of Corona Virus	0
7161	While China built a hospital for 1 thousand people in 10 days and everyone cheered, the Brazilian Army built field hospitals for 2 thousand COVID-19 patients in only 48 hours, and nobody cared	0
6393	CORONAVIRUS The fearmongering is strong on this one. Do not be afraid. Just chill out and wash your hands and stay home if you're sick	0
4943	Health Canada has advised that by keeping the throat moist (by drinking water) can help preventing infection	0
3733	Gargling with warm water and salt or vinegar eliminates the virus [SARS-CoV-2]	0
3046	Indian Home ministry declares posting about COVID-19 on WhatsApp groups a punishable offence	0
